Toplam_fatura,Toplam_navlun,Toplam_sigorta,Toplam_yurt_disi_harcamalar,Toplam_yurt_ici_harcamalar,Kap_adedi,Sigorta,Brut_agirlik,Fatura_miktari,Adedi,Yurtici_Diger,Yurtici_Depolama,Cikis_ulkesi,Mensei_ulke,paket_basi_maliyet,paket_basi_agirlik,Toplam_fatura_dovizi_encoded,Toplam_sigorta_dovizi_encoded,Navlun_miktarinin_dovizi_encoded,Sigorta_miktarinin_dovizi_encoded,Miktar_birimi_encoded,Teslim_sekli_encoded,Teslim_yeri_encoded,Rejim_encoded,OdemeSekliKodu_encoded,VergiKodu_encoded,Toplam_Maaliyet
-0.2536585069090614,-0.7063549301582575,-0.32421260052239415,-0.654100562190953,-0.5597981432476663,-0.729117496757908,-0.9704948070323537,-0.7242560534765453,-0.7643119739567105,-0.576109013049891,-1.1661498134073278,-1.023602978428761,-0.5830300608618412,-0.6601690075846502,-0.14478582919826782,-0.2601324647751136,-0.33011344242396445,0.0,-0.07419290502443238,0.0,-0.9737843504641863,-0.46423978942661015,-0.5948502026460195,-0.8797415520189826,0.6385581451536536,-0.07419290502441106,7965.78
-0.8422113616784738,-0.6734692443912199,-0.8362858418584938,-0.654100562190953,-0.6571465915047973,-0.7952199681324359,-0.7067193864429643,-0.7234804376023153,-0.7591479140876984,-0.7198739215887527,-0.6547281366269093,-0.41655990055743464,-0.5830300608618412,1.7609206918814255,0.1559812478517246,-0.25620632586420894,-0.33011344242396445,0.0,-0.07419290502443238,0.0,-0.9737843504641863,-0.5086634695052817,-0.5948502026460195,1.1316582082024484,-1.0701708452781744,-0.07419290502441106,6000.0
0.13743815189794792,-0.8132334089011296,0.017169560368338926,-0.654100562190953,-0.5767186622276622,-0.7952199681324359,0.4182824073701841,-0.6736503674702248,0.45397581680773086,-0.7198739215887527,-0.2713814695454918,-0.28119971015878004,-0.5830300608618412,-0.6429981586522667,0.39814742115753976,-0.06252074223843844,-0.33011344242396445,0.0,-0.07419290502443238,0.0,-0.2680145068921657,-0.6890393789611331,0.001534770187852897,-0.8797415520189826,-1.1368583147306561,-0.07419290502441106,7624.1
-0.38487941422669264,-0.32241454882809406,-0.267315573707272,-0.08519074934629223,-0.6262401998652061,-0.5969125540088523,-0.5546191439194267,-0.43471363366914434,-0.5000842439922573,-0.2885791959721677,-0.738756055320609,-0.733643853770091,-0.5830300608618412,-0.6429981586522667,-0.43582435999043256,0.07179453629250952,-0.33011344242396445,0.0,-0.07419290502443238,0.0,1.069625729900566,-0.46423978942661015,-0.5948502026460195,-0.8797415520189826,0.6385581451536536,-0.07419290502441106,8124.1
-0.7629845095659684,1.118800629912327,-0.8362858418584938,-0.654100562190953,-0.6757617375027499,0.19631710248548195,-0.7067193864429643,0.5358894715124465,-0.6610393833429166,1.4365997064941725,-0.2713814695454918,-0.5519200909560893,-0.5651178293569754,-0.6258273097198832,-0.6862539078525506,0.108694338086726,-1.5857304728124084,0.0,-0.07419290502443238,0.0,1.069625729900566,-0.46423978942661015,-0.5292015499219095,-0.8797415520189826,0.6385581451536536,-0.07419290502441106,5624.1
0.14890620225198195,0.5983846526489575,0.15941212740614438,0.5785373656391454,-0.6262401998652061,0.46072698798359335,0.6057827063390422,0.5408415281715362,0.4681769814475142,2.0116593406496195,-0.2713814695454918,-0.41655990055743464,-0.5830300608618412,-0.6429981586522667,-0.6650509479754677,0.03489473449829305,-0.33011344242396445,0.0,-0.07419290502443238,0.0,1.069625729900566,-0.5086634695052817,-0.5948502026460195,-0.8797415520189826,-1.0701708452781744,-0.07419290502441106,9874.1
-0.7629845095659684,1.1352434727958456,-0.8362858418584938,-0.654100562190953,-0.7252832751402938,0.19631710248548195,-0.7067193864429643,0.5358894715124465,-0.6610393833429166,1.4365997064941725,1.5713360456672192,-1.0933608525507077,-0.5651178293569754,-0.6258273097198832,-0.695573152869245,0.108694338086726,-1.5857304728124084,0.0,-0.07419290502443238,0.0,1.069625729900566,-0.46423978942661015,-0.5292015499219095,-0.8797415520189826,0.6385581451536536,-0.07419290502441106,4624.1
1.4486185757091714,1.2174576872134395,1.297352663708588,0.711282988636233,-0.6521944377410428,-0.6630150253833802,2.105785098089907,0.646629838551341,2.077642307289623,-0.43234410451102934,-0.040488964889339105,-0.5519200909560893,-0.5830300608618412,-0.6429981586522667,-0.2565506648872827,1.7139833153423196,-0.33011344242396445,0.0,-0.07419290502443238,0.0,-0.2680145068921657,-0.46423978942661015,-0.5948502026460195,1.1316582082024484,-1.0701708452781744,-0.07419290502441106,9700.0
-0.6485278067658705,-0.6932006558514425,-0.6940432748206883,-0.654100562190953,-0.6113837385739429,-0.729117496757908,-0.5192190874741063,-0.6267296306253494,-0.5193048748247203,-0.576109013049891,-0.2713814695454918,-0.41655990055743464,0.4200549034106364,0.3185693815612102,-0.22244719839018992,-0.05779756760877874,-0.33011344242396445,0.0,-0.07419290502443238,0.0,-0.9737843504641863,-0.46423978942661015,-0.9317167548964348,-0.8797415520189826,0.6385581451536536,-0.07419290502441106,6924.1
0.750624031311148,0.7570580864749137,0.4438972614817553,-0.654100562190953,-0.6757617375027499,0.5268294593581212,0.9807833042767583,0.5791890169253625,1.2132987496089498,2.155424249188481,-0.2713814695454918,-0.5519200909560893,-0.6009422923667068,-0.6601690075846502,-0.6987330425902628,0.018019225144404728,-0.33011344242396445,0.0,-0.07419290502443238,0.0,1.069625729900566,-0.46423978942661015,0.4353088841792545,-0.8797415520189826,0.6385581451536536,-0.07419290502441106,5624.1
1.6077812139560679,1.2503433729804772,1.1551100966707826,0.6733556677799222,-0.651000968683978,0.2624195738600098,0.14655697410451504,0.33780720514885654,0.430150996263721,1.5803646150330342,-0.5083917963521506,-0.8716801151329271,-0.5830300608618412,-0.6429981586522667,-0.6542527716660769,0.026212428193771536,-0.33011344242396445,0.0,-0.07419290502443238,0.0,1.069625729900566,-0.46423978942661015,-0.5948502026460195,-0.8797415520189826,0.6385581451536536,-0.07419290502441106,9624.1
-0.9097234265959947,-0.6858013765538591,-0.7660464622552254,-0.654100562190953,-0.6571465915047973,-0.7952199681324359,-0.9631822953725683,-0.7240876835501362,-0.8443549019263983,-0.7198739215887527,-0.8215984924128551,-0.6004250615835431,1.9246823498193528,1.7609206918814255,0.1559812478517246,-0.2591022223090191,1.9308859177266247,0.0,-0.07419290502443238,0.0,-0.9737843504641863,-0.46423978942661015,0.30137565904848157,1.1316582082024484,-1.0701708452781744,-0.07419290502441106,6000.0
-0.1277170729544145,-0.4268266011384383,-0.2104185468921498,0.5785373656391454,-0.6262401998652061,-0.5969125540088523,0.11828192902001117,-0.5027425120233898,0.1256276768030439,-0.2885791959721677,-0.2713814695454918,-0.41655990055743464,-0.4755566718326471,-0.5399730650579656,-0.37058964487357143,-0.0020050672959234257,-0.33011344242396445,0.0,-0.07419290502443238,0.0,1.069625729900566,-0.5086634695052817,-0.7462935168753086,-0.8797415520189826,-1.0701708452781744,-0.07419290502441106,9874.1
0.14890620225198195,0.8557151437760263,0.07406658718346111,0.6733556677799222,-0.6262401998652061,0.46072698798359335,0.4932825269577273,0.5383654998419913,0.4681769814475142,2.0116593406496195,-0.2713814695454918,-0.41655990055743464,-0.5830300608618412,-0.6429981586522667,-0.6631870989721289,0.03489473449829305,-0.33011344242396445,0.0,-0.07419290502443238,0.0,1.069625729900566,-0.5086634695052817,-0.5948502026460195,-0.8797415520189826,-1.0701708452781744,-0.07419290502441106,10124.1
0.2671313759017509,-0.6076978728571448,0.07406658718346111,0.6733556677799222,-0.5271971245901184,-0.39860513988526874,-1.0697199652466736,-0.7235212920697528,-0.7779171200199454,0.1427155296444174,-1.220743390991363,-1.047552256915995,-0.5830300608618412,-0.6429981586522667,-0.4804092257351588,-0.25975882792494587,-0.33011344242396445,0.0,-0.07419290502443238,0.0,-0.9737843504641863,-0.46423978942661015,-0.5948502026460195,-0.8797415520189826,0.6385581451536536,-0.07419290502441106,12124.1
-0.023114553058528418,-0.25006604014061146,-0.12507300666946652,-0.654100562190953,2.066537978560116,-0.06809278301262947,0.230782108401326,0.21524380283638522,0.25515951185076446,0.8615400723387259,2.1855752174047893,1.8693547728272144,-0.5830300608618412,-0.6429981586522667,0.019298987606872743,0.108694338086726,-0.33011344242396445,0.0,-0.07419290502443238,0.0,1.069625729900566,-0.5086634695052817,-0.5948502026460195,-0.8797415520189826,0.6385581451536536,-0.07419290502441106,61000.0
